song_id,song_name,song_popularity,song_disc_number,song_explicit,song_dancibility,song_energy,song_key,song_loudness,song_mode,song_speechiness,song_acousticness,song_instrumentalness,song_liveness,song_valence,song_tempo,song_duration_ms,song_time_signature,album_id,artist_id
2hu0Dutajw0XGlIEncp9r4,Anyday - 40th Anniversary Version / 2010 Remastered,15,1,False,0.191,0.869,2,-6.158,1,0.0539,0.182,0.00179,0.184,0.741,168.702,395520,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
2qWKx1nz92TagX3ev7ixXv,Key To The Highway - 40th Anniversary Version / 2010 Remastered,14,1,False,0.292,0.64,9,-7.153,1,0.0372,0.424,0.826,0.478,0.571,83.926,577973,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
7v02yXbtoblovSeH5X3QBh,Tell The Truth - 40th Anniversary Version / 2010 Remastered,12,1,False,0.444,0.888,4,-4.938,1,0.0567,0.446,0.0549,0.102,0.589,104.454,398360,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
7cT70z4xRqg3zbKoeMg5iB,Why Does Love Got To Be So Sad? - 40th Anniversary Version / 2010 Remastered,14,1,False,0.378,0.963,10,-4.909,1,0.171,0.0983,9.59e-05,0.291,0.298,125.507,281907,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
222crew3tEir2UscC1rjCe,Have You Ever Loved A Woman? - 40th Anniversary Version / 2010 Remastered,13,1,False,0.303,0.648,0,-6.795,1,0.0512,0.642,0.053,0.407,0.644,170.379,412960,3,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
0dLsIMPbZeuLNmofznoeTs,Little Wing - 40th Anniversary Version / 2010 Remastered,14,1,False,0.275,0.81,6,-4.396,0,0.0424,0.464,0.0125,0.36,0.607,133.729,333133,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
7tE2inlklB6bMFcIZ36wYA,It's Too Late - 40th Anniversary Version / 2010 Remastered,12,1,False,0.531,0.598,9,-6.03,1,0.0324,0.702,4.67e-06,0.395,0.751,111.397,229693,3,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
4OcTjNItuEI4wjl9LOPoIm,Layla - 40th Anniversary Version / 2010 Remastered,26,1,False,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,423840,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
6uzCGK712IiW0W45VqfnyS,Thorn Tree In The Garden - 40th Anniversary Version / 2010 Remastered,12,1,False,0.631,0.119,11,-20.17,0,0.0354,0.931,0.0385,0.097,0.208,95.814,170867,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
5vQ9hxKUMCisn1v1nGjXgo,Mean Old World - 40th Anniversary Version / 2010 Remastered,13,2,False,0.57,0.45,0,-11.443,1,0.0798,0.795,0.0388,0.0564,0.899,189.596,228813,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
6Pk6NyWD2rqD0kowEwfBLm,Roll It Over - 40th Anniversary Version / 2010 Remastered,15,2,False,0.492,0.85,9,-4.868,1,0.0275,0.0104,0.00472,0.146,0.758,104.328,271027,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
5FAHQLwAn4Xxgc33a4dvBj,Tell The Truth - Single Version / 40th Anniversary Version / 2010 Remastered,13,2,False,0.409,0.968,4,-3.858,1,0.0599,0.0719,0,0.53,0.738,88.414,202987,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
1XCnoSA8Ry9lHBbyVqaMIL,It's Too Late - 40th Anniversary Version / 2010 Remastered / Live For The Johnny Cash TV Show / 1970,0,2,False,0.572,0.87,9,-5.225,1,0.0749,0.715,0.000115,0.866,0.908,111.906,251653,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
5YIFlNG2uFRFMBLwoqIyux,Got To Get Better In A Little While - 40th Anniversary Version / 2010 Remastered / Live For The Johnny Cash TV Show / 1970,0,2,False,0.517,0.961,11,-5.714,0,0.0464,0.472,0.203,0.948,0.875,110.606,394093,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
5ZYV8c9AvIBOzbAsjBLrlE,Matchbox - 40th Anniversary Version / 2010 Remastered / Live For The Johnny Cash TV Show / 1970,0,2,False,0.293,0.946,2,-5.28,1,0.56,0.738,0.000135,0.965,0.797,186.311,236613,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
3PabKvKtTwWkYzRhONWtaa,Blues Power - 40th Anniversary Version / 2010 Remastered / Live For The Johnny Cash TV Show / 1970,0,2,False,0.492,0.945,0,-4.35,1,0.0497,0.21,0.00258,0.954,0.895,138.347,392720,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
1PwQXUFoHqyfIuk7ranRh7,Snake Lake Blues - 40th Anniversary Version / 2010 Remastered,37,2,False,0.411,0.572,4,-9.688,1,0.0307,0.281,0.627,0.0701,0.569,184.787,213400,3,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
4Jb1ZDYJYWg9rNR2R60QbA,Evil - 40th Anniversary Version / 2010 Remastered,21,2,False,0.459,0.822,0,-8.874,1,0.0416,0.153,0.318,0.164,0.846,96.493,274080,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
02NWofTAUFBaO5n1k1w7hI,Mean Old Frisco - 40th Anniversary Version / 2010 Remastered,17,2,False,0.48,0.789,9,-8.614,1,0.0338,0.368,0.364,0.39,0.694,148.989,244707,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
0qL4lnFD7xzhhDz2ObqsxL,One More Chance - 40th Anniversary Version / 2010 Remastered,21,2,False,0.664,0.639,9,-10.389,1,0.023,0.426,0.0133,0.35,0.768,94.047,195707,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
64Y6waMfgUYdVe8LcjKXS2,Got To Get Better In A Little While - Jam / 40th Anniversary Version / 2010 Remastered,17,2,False,0.561,0.691,7,-9.435,1,0.0381,0.00906,0.883,0.123,0.822,98.45,224320,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
4qJiEBTc44kHSb8S0BkC3u,Got To Get Better In A Little While - Remixed / 40th Anniversary Version / 2010 Remastered,22,2,False,0.446,0.912,2,-7.061,1,0.0436,0.0255,0.313,0.285,0.794,90.316,364693,4,1KoerhgSJnUkS0aKS6qELi,2rc78XDH9zuJP6bm78lU8Z
39mWeuDyB4DcyeG1RU3cEQ,Mean Old World,3,1,False,0.772,0.45,0,-11.461,1,0.0424,0.803,0.0448,0.0691,0.893,94.325,231027,4,461DZY36jLWf2tnfK8yhb1,2rc78XDH9zuJP6bm78lU8Z
6jeF8zzjtvh1PLdPKMtDKf,Roll It Over,4,1,False,0.486,0.847,9,-4.9,1,0.0272,0.0105,0.00381,0.108,0.747,104.323,272867,4,461DZY36jLWf2tnfK8yhb1,2rc78XDH9zuJP6bm78lU8Z
3lXL63t1zbiihW1YGcHeRg,Tell The Truth,3,1,False,0.31,0.967,4,-3.879,1,0.0655,0.0908,0,0.426,0.731,177.006,204573,4,461DZY36jLWf2tnfK8yhb1,2rc78XDH9zuJP6bm78lU8Z
3Yv3SaTyjd5gZdigKYOsHy,It's Too Late,9,1,False,0.579,0.862,9,-5.239,1,0.0605,0.749,0.000107,0.851,0.886,111.772,252093,4,461DZY36jLWf2tnfK8yhb1,2rc78XDH9zuJP6bm78lU8Z
72TL6N79XdKzl5Y5aUacfi,Got To Get Better In A Little While,7,1,False,0.515,0.959,11,-5.685,0,0.0431,0.425,0.231,0.949,0.888,110.733,394667,4,461DZY36jLWf2tnfK8yhb1,2rc78XDH9zuJP6bm78lU8Z
7fO4c5Zchnwju79j7LyZQp,Matchbox (Live),5,1,False,0.292,0.952,2,-5.298,1,0.605,0.731,0.000106,0.968,0.787,186.005,236893,4,461DZY36jLWf2tnfK8yhb1,2rc78XDH9zuJP6bm78lU8Z
2qxgeLhwUapVZHbfcwmgjd,Blues Power (Live),6,1,False,0.474,0.942,0,-4.335,1,0.0529,0.215,0.00179,0.969,0.865,138.153,393400,4,461DZY36jLWf2tnfK8yhb1,2rc78XDH9zuJP6bm78lU8Z
